"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"gene_type"	"gene_name"	"annotation"
"kfl00033_0240"	4.05278723215524	2.33624036688528	14.1321772167339	0.00251873954764309	0.0320488676077557	-1.71185454929851	"activated"	"kfl00033_0240"	"hypothetical protein"
"kfl00001_0810"	4.02360316269244	6.58187598185223	118.107628056402	1.739357258792e-05	0.00628860179491873	4.55405073924424	"activated"	"kfl00001_0810"	"hypothetical protein"
"kfl00481_0050"	4.00032812982578	6.42378400447662	33.2826182547834	0.000339895810634379	0.0156204042911149	1.07138978235646	"activated"	"kfl00481_0050"	"hypothetical protein"
"kfl00587_g5"	3.99832231935339	1.9991611596767	464.365559818894	6.98516684641056e-07	0.00120773534774439	5.95331027285159	"activated"	"kfl00587_g5"	"hypothetical protein"
"kfl00109_0340"	3.99667263763685	4.87574312213721	18.2395998678897	0.00138932289264281	0.0251007239433587	-0.875613739896055	"activated"	"kfl00109_0340"	"hypothetical protein"
"kfl00125_0070"	3.97400433246811	2.13662631838553	18.7460586039062	0.00130321906326307	0.0244068893578822	-0.78597410990508	"activated"	"kfl00125_0070"	"hypothetical protein"
"kfl00021_0170"	3.96693374527822	5.76583049730351	49.6245107772872	0.000133173581271308	0.0122984637690721	2.30919624697707	"activated"	"kfl00021_0170"	"hypothetical protein"
"kfl00347_0060"	3.91056989325664	1.95528494662832	104.397936518087	2.32384892330784e-05	0.00648053998128913	4.29194536282303	"activated"	"kfl00347_0060"	"hypothetical protein"
"kfl00030_0050"	3.90873363307186	6.13106181292153	26.1348076324626	0.000598962631831048	0.0188635043795243	0.29592323119175	"activated"	"kfl00030_0050"	"hypothetical protein"
"kfl00013_0050"	3.87898445950722	1.93949222975361	23.6436026951497	0.000757298100436822	0.0203225632583042	-0.02881026024561	"activated"	"kfl00013_0050"	"hypothetical protein"
"kfl00221_0210"	-3.828838046107	1.9144190230535	-108.000754881633	2.14590807345405e-05	0.00628860179491873	4.36635903434015	"repressed"	"kfl00221_0210"	"hypothetical protein"
"kfl00896_0040"	3.82878995559023	5.48279469314147	7.51525273889643	0.0108098813911773	0.0624258013538597	-3.76663479062488	"ns"	"kfl00896_0040"	"hypothetical protein"
"kfl00216_0060"	3.81197639584826	4.57855294564431	13.4217437047714	0.00283981548523433	0.033421862214645	-1.88092663930489	"activated"	"kfl00216_0060"	"3-dehydroquinate synthase, putative"
"kfl00476_g1"	-3.73823288026081	1.8691164401304	-15.6438422951414	0.00198784334828327	0.0296136275348222	-1.37864958947985	"repressed"	"kfl00476_g1"	"hypothetical protein"
"kfl00123_g15"	-3.73307728203552	1.86653864101776	-76.5447760202575	4.815421031229e-05	0.00838048464522918	3.53688127424858	"repressed"	"kfl00123_g15"	"hypothetical protein"
"kfl00048_0250"	-3.72289504821963	3.01272936661456	-3.47826530263631	0.0582695652143532	0.172430417192305	-6.11394046507077	"ns"	"kfl00048_0250"	"hypothetical protein"
"kfl00022_0420"	-3.72214391106179	1.8610719555309	-15.1488616492262	0.00214252011205705	0.030166687251064	-1.48407083161467	"repressed"	"kfl00022_0420"	"hypothetical protein"
"kfl00393_0110"	-3.71297792220721	4.55318672156409	-15.6502205691951	0.0019859552925787	0.0296136275348222	-1.37731307875685	"repressed"	"kfl00393_0110"	"hypothetical protein"
"kfl00172_0020"	-3.71191725444	3.74277113605309	-30.0726851760176	0.000431113674187414	0.0165643453926675	0.747780217124077	"repressed"	"kfl00172_0020"	"hypothetical protein"
"kfl00505_0070"	-3.68711444395174	2.84779904493334	-7.61485907607622	0.0104906238149921	0.0614857239868521	-3.72440318811799	"ns"	"kfl00505_0070"	"hypothetical protein"
"kfl00131_0050"	3.66280650179452	6.11952581615156	24.3596308161055	0.000706211277065944	0.0199190750089236	0.0680655684935729	"activated"	"kfl00131_0050"	"hypothetical protein"
"kfl01813_0940.exon.1"	-3.66022269906245	2.61436083532731	-5.03622263817813	0.0264965819520524	0.103414424819635	-5.02442931181161	"ns"	"kfl01813_0940.exon.1"	"hypothetical protein"
"kfl00017_0090"	3.634606417237	1.8173032086185	15.7076247565421	0.00196907710202499	0.0295723383698459	-1.36530908403125	"activated"	"kfl00017_0090"	"hypothetical protein"
"kfl00501_0020"	3.62056502452705	1.81028251226352	32.87764082307	0.000349792826003246	0.0157296437370566	1.03247720239233	"activated"	"kfl00501_0020"	"hypothetical protein"
"kfl00080_0140"	3.59750179120948	6.09729685063592	50.5342900338869	0.000127615457597709	0.0122838469212931	2.36359644743311	"activated"	"kfl00080_0140"	"hypothetical protein"
"kfl00052_0240"	3.58108341310887	2.62024525887519	4.6715158121776	0.0312217564336466	0.114753933794612	-5.25299635343812	"ns"	"kfl00052_0240"	"hypothetical protein"
"kfl00086_0380"	-3.57813044640916	3.62399995984765	-39.1610332245428	0.000232112491171899	0.0136504250760617	1.58366330563215	"repressed"	"kfl00086_0380"	"hypothetical protein"
"kfl00379_0040"	3.55616568757221	1.77808284378611	233.064849149046	3.5254468033179e-06	0.0040636650152911	5.55523843259322	"activated"	"kfl00379_0040"	"sodium phosphate symporter"
"kfl00498_0020"	-3.53597379620647	1.76798689810323	-380.811870367768	1.11296642789873e-06	0.00161665450500548	5.88119802617688	"repressed"	"kfl00498_0020"	"hypothetical protein"
"kfl00840_0060"	-3.51884271517896	1.75942135758948	-23.306385523889	0.000783194370597797	0.0203225632583042	-0.0754997129227117	"repressed"	"kfl00840_0060"	"hypothetical protein"
"kfl00146_0110"	3.50133908229598	2.80585241554021	39.3490259946656	0.000229519757964901	0.0136504250760617	1.59859844708268	"activated"	"kfl00146_0110"	"hypothetical protein"
"kfl00378_0100"	3.49233472597893	1.93566960933239	19.1622208394127	0.00123804413301624	0.0240784961303158	-0.714144013025749	"activated"	"kfl00378_0100"	"hypothetical protein"
"kfl00097_0070"	3.48700942986187	3.19611877866267	73.534682235271	5.2909887177478e-05	0.00884896165302824	3.43055300788313	"activated"	"kfl00097_0070"	"hypothetical protein"
"kfl00417_0130"	3.48641095678531	6.55741261519007	42.766432476657	0.000188788077042786	0.0134320911957962	1.85674430471574	"activated"	"kfl00417_0130"	"ABC transporter A family"
"kfl01069_0020"	-3.48550302008662	2.70653514348722	-3.915131525589	0.0455638344845304	0.146949953038152	-5.77638366979318	"ns"	"kfl01069_0020"	"Calponin homology domain containing protein"
"kfl00376_0080"	3.47492558309492	4.56916491240124	4.92679902973397	0.0278030007963094	0.106839674213794	-5.09153668055743	"ns"	"kfl00376_0080"	"hypothetical protein"
"kfl00249_0080"	3.47338254154448	3.36987625098206	6.55632057450907	0.0147275759520109	0.0741110233561434	-4.20179817308874	"ns"	"kfl00249_0080"	"hypothetical protein"
"kfl00250_0160"	-3.46740598777459	1.73370299388729	-13.6761906911403	0.00271846131692272	0.033015846310468	-1.81937226906987	"repressed"	"kfl00250_0160"	"hypothetical protein"
"kfl00797_g3"	3.44542280206044	1.72271140103022	17.2532208771057	0.00158190403334206	0.0266491284514564	-1.05769319526968	"activated"	"kfl00797_g3"	"hypothetical protein"
"kfl00364_0060"	-3.44210570728762	1.72105285364381	-14.8493408996361	0.00224455049806268	0.0306542481133521	-1.54955114657144	"repressed"	"kfl00364_0060"	"hypothetical protein"
"kfl00037_0340"	3.43438266266314	1.79232677387611	25.7054909448067	0.000622654140879617	0.0190486563840407	0.242342440948125	"activated"	"kfl00037_0340"	"hypothetical protein"
"kfl00199_0170"	3.41732827150103	5.11499115701961	24.4096065663016	0.0007028308036699	0.0199190750089236	0.0747156391390966	"activated"	"kfl00199_0170"	"hypothetical protein"
"kfl00749_0010"	3.41267500617499	6.02747316892933	51.1028922264735	0.000124308265627691	0.0122838469212931	2.39699762507744	"activated"	"kfl00749_0010"	"hypothetical protein"
"kfl00646_0010"	3.41248559340675	3.20721346137519	2.46020217757383	0.114406066731056	0.278838581023395	-7.02106874652821	"ns"	"kfl00646_0010"	"NOS1; nitric-oxide synthase, brain"
"kfl00076_0100"	-3.4005336836739	1.70026684183695	-29.5535365093319	0.000449071578051775	0.0168483782076292	0.69194843897654	"repressed"	"kfl00076_0100"	"hypothetical protein"
"kfl00741_0040"	-3.39334604714347	1.69667302357174	-12.3052906859867	0.00347459250469827	0.0362519459253469	-2.16540980277117	"repressed"	"kfl00741_0040"	"hypothetical protein"
"kfl00025_0490"	-3.38648672683455	1.69324336341727	-19.8109074091977	0.00114536418217625	0.0233254967135777	-0.605297572736539	"repressed"	"kfl00025_0490"	"hypothetical protein"
"kfl00417_0120"	3.38163171877295	6.8286694924274	131.638731579513	1.34828573783707e-05	0.00588373968939417	4.76444511828492	"activated"	"kfl00417_0120"	"ABC transporter A family"
"kfl00220_0160"	3.36792352577009	4.52646812931778	30.5133878189641	0.000416661824715224	0.0164843399713082	0.79436793998507	"activated"	"kfl00220_0160"	"hypothetical protein"
"kfl00117_0230"	3.36701170510083	4.97811657520736	46.9478355301314	0.00015167831972766	0.0127287819876325	2.14193708052339	"activated"	"kfl00117_0230"	"hypothetical protein"
"kfl00492_0030"	3.35850969798149	3.38629951097482	2.13188934961698	0.147492551545791	0.334733759055364	-7.35209143919154	"ns"	"kfl00492_0030"	"hypothetical protein"
"kfl00151_0140"	-3.3581114372107	4.62396461958163	-18.9304166975961	0.00127375851558871	0.0244068893578822	-0.753955053451463	"repressed"	"kfl00151_0140"	"hypothetical protein"
"kfl00052_0200"	3.35765638896855	1.67882819448427	9.94839598050685	0.0056829798496677	0.0457272302880226	-2.85975591378847	"activated"	"kfl00052_0200"	"hypothetical protein"
"kfl00005_0400"	3.35694698694589	8.65459129961264	115.673824958839	1.82650794769892e-05	0.00628860179491873	4.51148686023397	"activated"	"kfl00005_0400"	"hypothetical protein"
"kfl00318_0030"	-3.34765935452823	2.84324804967529	-27.735684962924	0.000521096015505551	0.018119718037594	0.487827782280297	"repressed"	"kfl00318_0030"	"sodium Bile acid symporter family, putative"
"kfl00299_0060"	-3.33021379190998	2.20124723708113	-6.49022579909793	0.0150677013642319	0.0749230686492323	-4.23388260337572	"ns"	"kfl00299_0060"	"E1.1.1.39; malate dehydrogenase (decarboxylating)"
"kfl00754_g6"	-3.32060025240235	2.795157169142	-3.13321316342351	0.071982307162628	0.199473146849961	-6.40150276642165	"ns"	"kfl00754_g6"	"hypothetical protein"
"kfl00044_0280"	-3.308282265614	1.654141132807	-64.4100451999915	7.22112194516995e-05	0.00983215633799076	3.06758145709061	"repressed"	"kfl00044_0280"	"hypothetical protein"
"kfl00129_0050"	3.300910472375	4.49004518118352	54.8388248634894	0.000105338570033413	0.0114547413577215	2.6057120614685	"activated"	"kfl00129_0050"	"hypothetical protein"
"kfl00354_0020"	-3.27158540522321	2.31804383397413	-5.12813236161551	0.0254645888177237	0.100912844524053	-4.96899440582282	"ns"	"kfl00354_0020"	"hypothetical protein"
"kfl00044_0310"	-3.26351402934393	2.1943743177232	-5.72217334642169	0.0199791073308901	0.0872184034437742	-4.62973330455519	"ns"	"kfl00044_0310"	"hypothetical protein"
"kfl00041_0190"	-3.24387006668903	6.84695401144948	-27.9150793828508	0.000513284103233229	0.0181021592435692	0.508597030838862	"repressed"	"kfl00041_0190"	"hypothetical protein"
"kfl00573_0020"	3.23544191560481	9.38352501770823	50.2682952694861	0.000129205752136783	0.0122841735913422	2.34781447520664	"activated"	"kfl00573_0020"	"Peptide methionine sulfoxide reductase"
"kfl00132_0080"	-3.23417791350547	2.46909312872286	-4.07985779106494	0.0417617613017472	0.138241389576971	-5.65618169386906	"ns"	"kfl00132_0080"	"hypothetical protein"
"kfl00608_0065"	3.23136550194585	2.25467178188431	5.26742288927312	0.0240048092584114	0.0972909404777151	-4.88655106770869	"ns"	"kfl00608_0065"	"hypothetical protein"
"kfl00561_0040"	-3.22784170512766	1.61392085256383	-10.3311515711432	0.00520879433794485	0.0437961461967807	-2.73677621911241	"repressed"	"kfl00561_0040"	"hypothetical protein"
"kfl00302_0060"	3.22690148983292	6.50970968724832	40.6228370171144	0.000212992691502403	0.0136504250760617	1.69771140360805	"activated"	"kfl00302_0060"	"hypothetical protein"
"kfl00197_0070"	3.2136562600586	8.62203402867276	39.4318874237644	0.000228390056431271	0.0136504250760617	1.60515578257569	"activated"	"kfl00197_0070"	"hypothetical protein"
"kfl00063_0050"	-3.21151633280178	1.60575816640089	-12.195755139197	0.00354743588114066	0.0365891876977686	-2.19467892953142	"repressed"	"kfl00063_0050"	"hypothetical protein"
"kfl00636_0030"	-3.20551693435168	2.62733605901131	-13.9299772426525	0.00260463658539321	0.0323521311504659	-1.7590996170385	"repressed"	"kfl00636_0030"	"hypothetical protein"
"kfl00131_0070"	3.18107530895262	2.32734414884127	4.66711564830566	0.031285702832678	0.114895879774215	-5.2558416578205	"ns"	"kfl00131_0070"	"hypothetical protein"
"kfl00144_0250"	3.18063951284024	3.00849771180922	69.23265471649	6.09532865922426e-05	0.00942218926093543	3.26755278554006	"activated"	"kfl00144_0250"	"hypothetical protein"
"kfl00700_0030"	3.18014062242526	5.36480698789205	31.7755454093103	0.000378899476889373	0.0160962455907058	0.923876820332522	"activated"	"kfl00700_0030"	"hypothetical protein"
"kfl00015_0220"	3.17614279143688	8.9991474615214	32.8002560931886	0.000351730625099263	0.0157296437370566	1.02498205979104	"activated"	"kfl00015_0220"	"hypothetical protein"
"kfl00241_g6"	-3.17355446630365	1.58677723315182	-6.23743791469735	0.016475783599663	0.0785404737905084	-4.35935854271769	"ns"	"kfl00241_g6"	"hypothetical protein"
"kfl00078_0040"	3.1693032719631	2.63258031677987	10.9715077852401	0.00453278500792303	0.0412722480632109	-2.54056407239347	"activated"	"kfl00078_0040"	"hypothetical protein"
"kfl01187_g2"	-3.16493758469327	5.15310990989369	-6.89216519283162	0.0131561565105819	0.0697760570760616	-4.04314833445748	"ns"	"kfl01187_g2"	"hypothetical protein"
"kfl00171_0020"	-3.16376083341444	1.58188041670722	-5.81012208144898	0.0193114272585925	0.0855070754559027	-4.58211022091557	"ns"	"kfl00171_0020"	"hypothetical protein"
"kfl01054_0020"	-3.15990116800718	1.57995058400359	-667.877505740634	2.97526973360962e-07	0.0008644689717249	6.03336484166845	"repressed"	"kfl01054_0020"	"hypothetical protein"
"kfl00056_0060"	3.1557357290303	4.58275532639528	30.0819070970736	0.000430803996225226	0.0165643453926675	0.748762599454357	"activated"	"kfl00056_0060"	"hypothetical protein"
"kfl00422_0010"	-3.15316070383132	1.57658035191566	-30.6223414156872	0.000413195515305084	0.0164843399713082	0.805773919222759	"repressed"	"kfl00422_0010"	"hypothetical protein"
"kfl00037_0360"	3.14532758140877	2.84182050412604	8.85170351171942	0.00743542392188633	0.0518799352741786	-3.23906154823988	"ns"	"kfl00037_0360"	"hypothetical protein"
"kfl00054_g48"	-3.14485594577059	4.03557791984757	-1.38344901567389	0.283352328285302	0.55602789195924	-8.15673646164835	"ns"	"kfl00054_g48"	"hypothetical protein"
"kfl00456_0150"	-3.14017648486434	2.81839795925465	-10.3199742996398	0.00522183146572584	0.0438045670765366	-2.7403046807167	"repressed"	"kfl00456_0150"	"hypothetical protein"
"kfl00075_0310"	-3.13762669367939	3.33310075197488	-31.6221059512422	0.000383223253147365	0.0161608049924828	0.908432764530319	"repressed"	"kfl00075_0310"	"hypothetical protein"
"kfl00588_0030"	-3.1025353637355	1.55126768186775	-35.8231197509377	0.000286048697972081	0.0147635283222008	1.30421160037933	"repressed"	"kfl00588_0030"	"hypothetical protein"
"kfl00240_g18"	3.09899844253066	2.39964495415041	3.93645202666527	0.0450454809435501	0.145658568452213	-5.76061677311464	"ns"	"kfl00240_g18"	"hypothetical protein"
"kfl00273_0110"	3.0982912617881	5.10562247637195	26.4821271697739	0.000580724995029304	0.0186134080301544	0.338595411486702	"activated"	"kfl00273_0110"	"galactinol synthase"
"kfl00300_0050"	3.08944519634837	5.31924604742729	14.7586017253896	0.00227682407580026	0.0308755202122246	-1.56964904930095	"activated"	"kfl00300_0050"	"hypothetical protein"
"kfl00454_0070"	-3.08838225331605	1.54419112665802	-15.53714860087	0.0020198084379602	0.0297146911168575	-1.40108774221104	"repressed"	"kfl00454_0070"	"hypothetical protein"
"kfl00730_0075"	3.08764580423066	1.54382290211533	12.9292372037124	0.00309759904933861	0.034508690440119	-2.00342600261871	"activated"	"kfl00730_0075"	"hypothetical protein"
"kfl00033_0230"	3.08066067605633	1.54033033802817	38.9004934887063	0.000235775307177219	0.0136519558294433	1.56283011887644	"activated"	"kfl00033_0230"	"hypothetical protein"
"kfl00163_0110"	-3.07522119880368	2.10200112981235	-5.9022070379662	0.0186454339169495	0.0837528254653301	-4.53291722543017	"ns"	"kfl00163_0110"	"hypothetical protein"
"kfl00060_0260"	-3.06472609948417	1.84530424102695	-7.90636772759109	0.00962939170556889	0.0585202458333551	-3.60369213457319	"ns"	"kfl00060_0260"	"hypothetical protein"
"kfl00177_0290"	-3.05840169932721	2.51686004186908	-3.10189780560737	0.0734363341864819	0.202208567102567	-6.42857593789668	"ns"	"kfl00177_0290"	"hypothetical protein"
"kfl00009_0410"	3.05714791254758	2.98137252522073	2.23189185559744	0.136226577449555	0.315520096999705	-7.24935974104876	"ns"	"kfl00009_0410"	"hypothetical protein"
"kfl00080_0260"	3.05424327181401	6.2101737951007	33.8634621955924	0.00032638412335133	0.0154825764884663	1.12630528962226	"activated"	"kfl00080_0260"	"hypothetical protein"
"kfl00306_0010"	-3.02898276169179	2.07826811328883	-4.17042588400727	0.0398563464587142	0.134438700087124	-5.5916404311067	"ns"	"kfl00306_0010"	"hypothetical protein"
"kfl00008_0180"	-3.01522135406883	3.39559358788508	-9.90227357781176	0.00574420940863664	0.0460228826113659	-2.87488194028127	"repressed"	"kfl00008_0180"	"hypothetical protein"
"kfl00029_0270"	-2.98741373824851	1.49370686912426	-17.5224369065582	0.00152574865533084	0.0261144876540088	-1.00697076550222	"repressed"	"kfl00029_0270"	"DNA replication licensing factor, MCM6 component"
"kfl00348_0110"	-2.98657488512401	1.67540666022137	-7.29283116744848	0.0115741241132011	0.0652270553837178	-3.86283780255747	"ns"	"kfl00348_0110"	"RNASEH2C; ribonuclease H2 subunit C"
"kfl00260_0080"	-2.98427588466749	4.02422796896919	-13.8286085509479	0.00264927299766965	0.0326446015611577	-1.78304215002279	"repressed"	"kfl00260_0080"	"hypothetical protein"
"kfl00126_g14"	-2.97542962703605	2.01319633472758	-6.13362313421127	0.0171079433715621	0.0800314775146938	-4.41220620231024	"ns"	"kfl00126_g14"	"hypothetical protein"
"kfl00113_g2"	-2.97403297365714	2.71423001424923	-2.57578820508488	0.105098848965294	0.262937215831275	-6.90895561990886	"ns"	"kfl00113_g2"	"hypothetical protein"
"kfl00063_0150"	-2.96013173790939	1.68613505157441	-15.564832921967	0.00201144444291509	0.0297146911168575	-1.39525079094639	"repressed"	"kfl00063_0150"	"hypothetical protein"
"kfl00281_0060"	-2.95749957803348	1.72337756923448	-12.1483497036157	0.00357963517269588	0.0367427406855	-2.20742638448679	"repressed"	"kfl00281_0060"	"hypothetical protein"
"kfl00167_0030"	2.95735866744983	1.92846370166936	6.84069036012207	0.0133811759050248	0.0703146329587849	-4.06700347013423	"ns"	"kfl00167_0030"	"hypothetical protein"
"kfl00082_0150"	-2.95576271260527	1.47788135630263	-6.26553831219982	0.016310328942544	0.0780746366048134	-4.34518832282734	"ns"	"kfl00082_0150"	"hypothetical protein"
"kfl00097_0200"	-2.94904480411855	1.47452240205928	-26.4533193136051	0.0005822073712303	0.0186134080301544	0.335078578072492	"repressed"	"kfl00097_0200"	"hypothetical protein"
"kfl00184_0010"	-2.94180018197733	1.47090009098866	-187.648233881465	5.86487129687354e-06	0.00482874403442588	5.31617902160088	"repressed"	"kfl00184_0010"	"hypothetical protein"
"kfl00033_0050"	-2.93021410418901	1.46510705209451	-1200.0012674658	7.5147358768635e-08	0.000433099277703233	6.08718757041873	"repressed"	"kfl00033_0050"	"hypothetical protein"
"kfl00346_0080"	2.93003878298493	4.83079297738822	17.4633784242213	0.00153782177015372	0.0261568342283546	-1.01802996171928	"activated"	"kfl00346_0080"	"hypothetical protein"
"kfl00345_0070"	-2.9219944193184	2.90559804637698	-19.7008980651333	0.0011603700156582	0.0234182829732882	-0.623497542416992	"repressed"	"kfl00345_0070"	"nucleic acid binding protein"
"kfl00093_0010"	-2.917406928008	1.458703464004	-5.9520342283444	0.0182984543152335	0.083083055438652	-4.50657866486495	"ns"	"kfl00093_0010"	"hypothetical protein"
"kfl00230_0040"	2.90747913350114	4.13371415459607	8.02770473809271	0.00930023658982958	0.0575728931751355	-3.55466663587631	"ns"	"kfl00230_0040"	"hypothetical protein"
"kfl00564_0030"	-2.90066353869853	3.77544578039018	-37.9039384797021	0.000250572483432437	0.0137974466195759	1.48166714261275	"repressed"	"kfl00564_0030"	"light harvesting chlorophyll a b-binding protein, lhca2"
"kfl00465_0050"	-2.8997076620483	1.91878053541089	-6.55296966056506	0.0147445583060658	0.0741516617544729	-4.20341779161049	"ns"	"kfl00465_0050"	"hypothetical protein"
"kfl00020_0040"	2.89103665171982	5.38504733085812	82.319139581091	4.05959763305975e-05	0.00806786702018426	3.72495482403413	"activated"	"kfl00020_0040"	"hypothetical protein"
"kfl00870_0050"	-2.89036916765108	1.77125124197941	-6.85279494095222	0.0133277762474826	0.0701634805974099	-4.06137916480337	"ns"	"kfl00870_0050"	"hypothetical protein"
"kfl00307_0090"	-2.88204030413535	1.44102015206767	-85.8110242767978	3.68234673162909e-05	0.00759380482698011	3.82952290843474	"repressed"	"kfl00307_0090"	"hypothetical protein"
"kfl00374_0105"	-2.87180646575006	1.99884405232319	-5.28413973458359	0.0238375410977469	0.0968627698190469	-4.87678078277127	"ns"	"kfl00374_0105"	"hypothetical protein"
"kfl00645_0020"	-2.86443712575544	1.43221856287772	-45.5103766757452	0.00016315906324226	0.0127287819876325	2.04737030549417	"repressed"	"kfl00645_0020"	"hypothetical protein"
"kfl00309_0150"	-2.86347461703468	3.70910610773616	-19.9685246925151	0.00112434166752769	0.0231426993232782	-0.579400920670636	"repressed"	"kfl00309_0150"	"hypothetical protein"
"kfl00073_0180"	-2.85763772634156	2.84357086980099	-12.8755877370837	0.0031276665063713	0.0346492184026884	-2.01704770475522	"repressed"	"kfl00073_0180"	"hypothetical protein"
"kfl00021_0400"	-2.85276429882395	1.42638214941198	-18.3314371206375	0.00137312010228565	0.0249382842106291	-0.859172681980732	"repressed"	"kfl00021_0400"	"hypothetical protein"
"kfl00967_0010"	-2.84105069865853	2.39224763407283	-3.12385934439191	0.0724125052559005	0.200199104133048	-6.40957203857517	"ns"	"kfl00967_0010"	"hypothetical protein"
"kfl00149_0050"	2.83980632267964	4.79859467783215	8.46681559757616	0.00823343308906407	0.0542316197959883	-3.38287035642297	"ns"	"kfl00149_0050"	"hypothetical protein"
"kfl00971_0010"	-2.83685661524354	2.66917315904825	-2.41325953108061	0.118496382898064	0.285428038493664	-7.06727383410684	"ns"	"kfl00971_0010"	"hypothetical protein"
"kfl00323_0130"	-2.82568509423698	3.28468973851731	-6.0332901684454	0.0177517926733319	0.0818475987525089	-4.46403996479928	"ns"	"kfl00323_0130"	"dUTPase"
"kfl00266_0020"	2.82251479677966	1.41125739838983	20.7906895572332	0.00102312122863957	0.0221676266205241	-0.447630767878158	"activated"	"kfl00266_0020"	"hypothetical protein"
"kfl00171_0030"	-2.80590861943048	1.40295430971524	-7.94042230695017	0.00953536918689989	0.0582707940081722	-3.58986200592992	"ns"	"kfl00171_0030"	"hypothetical protein"
"kfl01023_0020"	-2.79959591731553	1.92133277103249	-5.20836172534579	0.024609101062983	0.0989054759132906	-4.92128112659977	"ns"	"kfl01023_0020"	"hypothetical protein"
"kfl00429_0050"	2.79825397468429	7.17912903305941	32.1473654846129	0.000368706107608291	0.0159698016220253	0.960968033361686	"activated"	"kfl00429_0050"	"hypothetical protein"
"kfl00577_0040"	-2.7942615315501	2.18619530700261	-3.83160359293696	0.0476757530813019	0.150973218090789	-5.83876742161009	"ns"	"kfl00577_0040"	"hypothetical protein"
"kfl00791_0030"	2.79360723694958	4.2031580980365	44.5381588663182	0.000171638455211175	0.0129836855615037	1.98139823403146	"activated"	"kfl00791_0030"	"RNA polymerase sigma factor"
"kfl00098_0350"	2.78986355871745	1.39493177935872	4.35319546102194	0.036361877955426	0.126601775864093	-5.4645981980628	"ns"	"kfl00098_0350"	"hypothetical protein"
"kfl01813_1390.exon.1"	2.78408482004254	5.34879088841447	0.743793880744922	0.524311331800649	0.878935711347026	-8.8004328454931	"ns"	"kfl01813_1390.exon.1"	"hypothetical protein"
