"geneID"	"LL_1"	"LL_2"	"HL_1"	"HL_2"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"gene_type"	"gene_name"	"annotation"
"36"	"kfl00393_0110"	80.862778	96.612785	6.055836	4.438916	-3.71297792220721	4.55318672156409	-15.6502205691951	0.0019859552925787	0.0296136275348222	-1.37731307875685	"repressed"	"kfl00393_0110"	"hypothetical protein"
"37"	"kfl00172_0020"	52.273285	47.69688	2.232164	2.916496	-3.71191725444	3.74277113605309	-30.0726851760176	0.000431113674187414	0.0165643453926675	0.747780217124077	"repressed"	"kfl00172_0020"	"hypothetical protein"
"38"	"kfl00505_0070"	25.522455	26.751522	0.373298	1.798197	-3.68711444395174	2.84779904493334	-7.61485907607622	0.0104906238149921	0.0614857239868521	-3.72440318811799	"ns"	"kfl00505_0070"	"hypothetical protein"
"39"	"kfl00131_0050"	22.270056	17.068336	221.572357	246.112503	3.66280650179452	6.11952581615156	24.3596308161055	0.000706211277065944	0.0199190750089236	0.0680655684935729	"activated"	"kfl00131_0050"	"hypothetical protein"
"40"	"kfl01813_0940.exon.1"	21.21452	22.512728	0	1.882503	-3.66022269906245	2.61436083532731	-5.03622263817813	0.0264965819520524	0.103414424819635	-5.02442931181161	"ns"	"kfl01813_0940.exon.1"	"hypothetical protein"
"41"	"kfl00017_0090"	0	0	8.85089	13.192686	3.634606417237	1.8173032086185	15.7076247565421	0.00196907710202499	0.0295723383698459	-1.36530908403125	"activated"	"kfl00017_0090"	"hypothetical protein"
"42"	"kfl00501_0020"	0	0	9.680515	11.835633	3.62056502452705	1.81028251226352	32.87764082307	0.000349792826003246	0.0157296437370566	1.03247720239233	"activated"	"kfl00501_0020"	"hypothetical protein"
"43"	"kfl00080_0140"	21.260756	18.161364	222.298828	227.267151	3.59750179120948	6.09729685063592	50.5342900338869	0.000127615457597709	0.0122838469212931	2.36359644743311	"activated"	"kfl00080_0140"	"hypothetical protein"
"44"	"kfl00052_0240"	2.322941	0	18.466213	19.978857	3.58108341310887	2.62024525887519	4.6715158121776	0.0312217564336466	0.114753933794612	-5.25299635343812	"ns"	"kfl00052_0240"	"hypothetical protein"
"45"	"kfl00086_0380"	44.299198	43.259277	2.642456	2.234504	-3.57813044640916	3.62399995984765	-39.1610332245428	0.000232112491171899	0.0136504250760617	1.58366330563215	"repressed"	"kfl00086_0380"	"hypothetical protein"
"46"	"kfl00379_0040"	0	0	9.967249	10.435349	3.55616568757221	1.77808284378611	233.064849149046	3.5254468033179e-06	0.0040636650152911	5.55523843259322	"activated"	"kfl00379_0040"	"sodium phosphate symporter"
"47"	"kfl00498_0020"	11.491476	10.821722	0	0	-3.53597379620647	1.76798689810323	-380.811870367768	1.11296642789873e-06	0.00161665450500548	5.88119802617688	"repressed"	"kfl00498_0020"	"hypothetical protein"
"48"	"kfl00840_0060"	12.73856	9.498933	0	0	-3.51884271517896	1.75942135758948	-23.306385523889	0.000783194370597797	0.0203225632583042	-0.0754997129227117	"repressed"	"kfl00840_0060"	"hypothetical protein"
"49"	"kfl00146_0110"	1.038517	1.231676	21.953968	20.762224	3.50133908229598	2.80585241554021	39.3490259946656	0.000229519757964901	0.0136504250760617	1.59859844708268	"activated"	"kfl00146_0110"	"hypothetical protein"
"50"	"kfl00378_0100"	0.323278	0	10.641762	11.813635	3.49233472597893	1.93566960933239	19.1622208394127	0.00123804413301624	0.0240784961303158	-0.714144013025749	"activated"	"kfl00378_0100"	"hypothetical protein"
"51"	"kfl00097_0070"	1.774287	1.880557	27.437338	28.844522	3.48700942986187	3.19611877866267	73.534682235271	5.2909887177478e-05	0.00884896165302824	3.43055300788313	"activated"	"kfl00097_0070"	"hypothetical protein"
"52"	"kfl00417_0130"	31.070034	26.225178	291.277802	304.53476	3.48641095678531	6.55741261519007	42.766432476657	0.000188788077042786	0.0134320911957962	1.85674430471574	"activated"	"kfl00417_0130"	"ABC transporter A family"
"53"	"kfl01069_0020"	23.117235	20.806522	2.629486	0	-3.48550302008662	2.70653514348722	-3.915131525589	0.0455638344845304	0.146949953038152	-5.77638366979318	"ns"	"kfl01069_0020"	"Calponin homology domain containing protein"
"54"	"kfl00376_0080"	11.925458	3.286232	75.372246	72.768417	3.47492558309492	4.56916491240124	4.92679902973397	0.0278030007963094	0.106839674213794	-5.09153668055743	"ns"	"kfl00376_0080"	"hypothetical protein"
"55"	"kfl00249_0080"	1.243312	3.563574	26.573902	37.784031	3.47338254154448	3.36987625098206	6.55632057450907	0.0147275759520109	0.0741110233561434	-4.20179817308874	"ns"	"kfl00249_0080"	"hypothetical protein"
"56"	"kfl00250_0160"	8.761958	12.7369	0	0	-3.46740598777459	1.73370299388729	-13.6761906911403	0.00271846131692272	0.033015846310468	-1.81937226906987	"repressed"	"kfl00250_0160"	"hypothetical protein"
"57"	"kfl00797_g3"	0	0	10.930529	8.020834	3.44542280206044	1.72271140103022	17.2532208771057	0.00158190403334206	0.0266491284514564	-1.05769319526968	"activated"	"kfl00797_g3"	"hypothetical protein"
"58"	"kfl00364_0060"	8.750037	12.278583	0	0	-3.44210570728762	1.72105285364381	-14.8493408996361	0.00224455049806268	0.0306542481133521	-1.54955114657144	"repressed"	"kfl00364_0060"	"hypothetical protein"
"59"	"kfl00037_0340"	0	0.112932	8.863784	10.924225	3.43438266266314	1.79232677387611	25.7054909448067	0.000622654140879617	0.0190486563840407	0.242342440948125	"activated"	"kfl00037_0340"	"hypothetical protein"
"60"	"kfl00199_0170"	11.577098	8.805287	103.3675	109.495399	3.41732827150103	5.11499115701961	24.4096065663016	0.0007028308036699	0.0199190750089236	0.0747156391390966	"activated"	"kfl00199_0170"	"hypothetical protein"
"61"	"kfl00749_0010"	20.752096	19.233242	189.330902	212.880173	3.41267500617499	6.02747316892933	51.1028922264735	0.000124308265627691	0.0122838469212931	2.39699762507744	"activated"	"kfl00749_0010"	"hypothetical protein"
"62"	"kfl00646_0010"	7.543592	0	28.900942	26.373079	3.41248559340675	3.20721346137519	2.46020217757383	0.114406066731056	0.278838581023395	-7.02106874652821	"ns"	"kfl00646_0010"	"NOS1; nitric-oxide synthase, brain"
"63"	"kfl00076_0100"	11.312127	8.935282	0	0	-3.4005336836739	1.70026684183695	-29.5535365093319	0.000449071578051775	0.0168483782076292	0.69194843897654	"repressed"	"kfl00076_0100"	"hypothetical protein"
"64"	"kfl00741_0040"	8.114947	12.268227	0	0	-3.39334604714347	1.69667302357174	-12.3052906859867	0.00347459250469827	0.0362519459253469	-2.16540980277117	"repressed"	"kfl00741_0040"	"hypothetical protein"
"65"	"kfl00025_0490"	8.820653	11.203185	0	0	-3.38648672683455	1.69324336341727	-19.8109074091977	0.00114536418217625	0.0233254967135777	-0.605297572736539	"repressed"	"kfl00025_0490"	"hypothetical protein"
"66"	"kfl00417_0120"	36.836273	35.164803	349.859894	343.724091	3.38163171877295	6.8286694924274	131.638731579513	1.34828573783707e-05	0.00588373968939417	4.76444511828492	"activated"	"kfl00417_0120"	"ABC transporter A family"
"67"	"kfl00220_0160"	6.313667	6.677626	63.767101	75.13607	3.36792352577009	4.52646812931778	30.5133878189641	0.000416661824715224	0.0164843399713082	0.79436793998507	"activated"	"kfl00220_0160"	"hypothetical protein"
"68"	"kfl00117_0230"	10.048348	8.551884	95.249939	94.7201	3.36701170510083	4.97811657520736	46.9478355301314	0.00015167831972766	0.0127287819876325	2.14193708052339	"activated"	"kfl00117_0230"	"hypothetical protein"
"69"	"kfl00492_0030"	0	9.937203	30.372364	31.202515	3.35850969798149	3.38629951097482	2.13188934961698	0.147492551545791	0.334733759055364	-7.35209143919154	"ns"	"kfl00492_0030"	"hypothetical protein"
"70"	"kfl00151_0140"	82.905724	81.14373	7.307883	5.499335	-3.3581114372107	4.62396461958163	-18.9304166975961	0.00127375851558871	0.0244068893578822	-0.753955053451463	"repressed"	"kfl00151_0140"	"hypothetical protein"
"71"	"kfl00052_0200"	0	0	6.522234	11.690048	3.35765638896855	1.67882819448427	9.94839598050685	0.0056829798496677	0.0457272302880226	-2.85975591378847	"activated"	"kfl00052_0200"	"hypothetical protein"
"72"	"kfl00005_0400"	137.372391	125.697998	1209.286255	1233.546875	3.35694698694589	8.65459129961264	115.673824958839	1.82650794769892e-05	0.00628860179491873	4.51148686023397	"activated"	"kfl00005_0400"	"hypothetical protein"
"73"	"kfl00318_0030"	24.917994	21.296371	1.331348	1.044369	-3.34765935452823	2.84324804967529	-27.735684962924	0.000521096015505551	0.018119718037594	0.487827782280297	"repressed"	"kfl00318_0030"	"sodium Bile acid symporter family, putative"
"74"	"kfl00299_0060"	16.303434	12.518676	0	1.055942	-3.33021379190998	2.20124723708113	-6.49022579909793	0.0150677013642319	0.0749230686492323	-4.23388260337572	"ns"	"kfl00299_0060"	"E1.1.1.39; malate dehydrogenase (decarboxylating)"
"75"	"kfl00754_g6"	25.5902	18.951759	3.584218	0	-3.32060025240235	2.795157169142	-3.13321316342351	0.071982307162628	0.199473146849961	-6.40150276642165	"ns"	"kfl00754_g6"	"hypothetical protein"
"76"	"kfl00044_0280"	10.001807	8.776216	0	0	-3.308282265614	1.654141132807	-64.4100451999915	7.22112194516995e-05	0.00983215633799076	3.06758145709061	"repressed"	"kfl00044_0280"	"hypothetical protein"
"77"	"kfl00129_0050"	6.615304	6.345524	62.29277	69.71595	3.300910472375	4.49004518118352	54.8388248634894	0.000105338570033413	0.0114547413577215	2.6057120614685	"activated"	"kfl00129_0050"	"hypothetical protein"
"78"	"kfl00354_0020"	16.936939	13.727549	1.476789	0	-3.27158540522321	2.31804383397413	-5.12813236161551	0.0254645888177237	0.100912844524053	-4.96899440582282	"ns"	"kfl00354_0020"	"hypothetical protein"
"79"	"kfl00044_0310"	11.706564	16.391636	0	1.13122	-3.26351402934393	2.1943743177232	-5.72217334642169	0.0199791073308901	0.0872184034437742	-4.62973330455519	"ns"	"kfl00044_0310"	"hypothetical protein"
"80"	"kfl00041_0190"	358.010345	385.957123	36.433449	32.652699	-3.24387006668903	6.84695401144948	-27.9150793828508	0.000513284103233229	0.0181021592435692	0.508597030838862	"repressed"	"kfl00041_0190"	"hypothetical protein"
"81"	"kfl00573_0020"	239.611847	216.812698	1999.237793	1885.189087	3.23544191560481	9.38352501770823	50.2682952694861	0.000129205752136783	0.0122841735913422	2.34781447520664	"activated"	"kfl00573_0020"	"Peptide methionine sulfoxide reductase"
"82"	"kfl00132_0080"	18.637411	15.16995	0	2.162193	-3.23417791350547	2.46909312872286	-4.07985779106494	0.0417617613017472	0.138241389576971	-5.65618169386906	"ns"	"kfl00132_0080"	"hypothetical protein"
"83"	"kfl00608_0065"	0	1.465932	14.633461	11.376271	3.23136550194585	2.25467178188431	5.26742288927312	0.0240048092584114	0.0972909404777151	-4.88655106770869	"ns"	"kfl00608_0065"	"hypothetical protein"
"84"	"kfl00561_0040"	6.896149	11.158179	0	0	-3.22784170512766	1.61392085256383	-10.3311515711432	0.00520879433794485	0.0437961461967807	-2.73677621911241	"repressed"	"kfl00561_0040"	"hypothetical protein"
"85"	"kfl00302_0060"	29.621807	30.949097	249.89183	277.324188	3.22690148983292	6.50970968724832	40.6228370171144	0.000212992691502403	0.0136504250760617	1.69771140360805	"activated"	"kfl00302_0060"	"hypothetical protein"
"86"	"kfl00197_0070"	145.635025	125.219925	1160.044922	1112.814819	3.2136562600586	8.62203402867276	39.4318874237644	0.000228390056431271	0.0136504250760617	1.60515578257569	"activated"	"kfl00197_0070"	"hypothetical protein"
"87"	"kfl00063_0050"	7.10261	10.584703	0	0	-3.21151633280178	1.60575816640089	-12.195755139197	0.00354743588114066	0.0365891876977686	-2.19467892953142	"repressed"	"kfl00063_0050"	"hypothetical protein"
"88"	"kfl00636_0030"	18.24217	19.151186	0.676437	1.344663	-3.20551693435168	2.62733605901131	-13.9299772426525	0.00260463658539321	0.0323521311504659	-1.7590996170385	"repressed"	"kfl00636_0030"	"hypothetical protein"
"89"	"kfl00131_0070"	1.91223	0	12.743873	14.035735	3.18107530895262	2.32734414884127	4.66711564830566	0.031285702832678	0.114895879774215	-5.2558416578205	"ns"	"kfl00131_0070"	"hypothetical protein"
"90"	"kfl00144_0250"	1.766729	1.752309	22.535833	21.502914	3.18063951284024	3.00849771180922	69.23265471649	6.09532865922426e-05	0.00942218926093543	3.26755278554006	"activated"	"kfl00144_0250"	"hypothetical protein"
"91"	"kfl00700_0030"	14.799698	12.032971	115.780518	117.441483	3.18014062242526	5.36480698789205	31.7755454093103	0.000378899476889373	0.0160962455907058	0.923876820332522	"activated"	"kfl00700_0030"	"hypothetical protein"
"92"	"kfl00015_0220"	194.13916	163.224365	1392.385742	1524.227173	3.17614279143688	8.9991474615214	32.8002560931886	0.000351730625099263	0.0157296437370566	1.02498205979104	"activated"	"kfl00015_0220"	"hypothetical protein"
"93"	"kfl00241_g6"	13.150921	5.305208	0	0	-3.17355446630365	1.58677723315182	-6.23743791469735	0.016475783599663	0.0785404737905084	-4.35935854271769	"ns"	"kfl00241_g6"	"hypothetical protein"
"94"	"kfl00078_0040"	1.672976	0.69258	15.688169	17.726685	3.1693032719631	2.63258031677987	10.9715077852401	0.00453278500792303	0.0412722480632109	-2.54056407239347	"activated"	"kfl00078_0040"	"hypothetical protein"
"95"	"kfl01187_g2"	87.786003	140.42717	13.117661	8.060884	-3.16493758469327	5.15310990989369	-6.89216519283162	0.0131561565105819	0.0697760570760616	-4.04314833445748	"ns"	"kfl01187_g2"	"hypothetical protein"
"96"	"kfl00171_0020"	5.329889	12.8487	0	0	-3.16376083341444	1.58188041670722	-5.81012208144898	0.0193114272585925	0.0855070754559027	-4.58211022091557	"ns"	"kfl00171_0020"	"hypothetical protein"
"97"	"kfl01054_0020"	8.508032	8.197333	0	0	-3.15990116800718	1.57995058400359	-667.877505740634	2.97526973360962e-07	0.0008644689717249	6.03336484166845	"repressed"	"kfl01054_0020"	"hypothetical protein"
"98"	"kfl00056_0060"	8.109565	6.736087	69.525581	64.255615	3.1557357290303	4.58275532639528	30.0819070970736	0.000430803996225226	0.0165643453926675	0.748762599454357	"activated"	"kfl00056_0060"	"hypothetical protein"
"99"	"kfl00422_0010"	9.265741	7.441844	0	0	-3.15316070383132	1.57658035191566	-30.6223414156872	0.000413195515305084	0.0164843399713082	0.805773919222759	"repressed"	"kfl00422_0010"	"hypothetical protein"
"100"	"kfl00037_0360"	1.091227	1.938276	15.475555	23.920864	3.14532758140877	2.84182050412604	8.85170351171942	0.00743542392188633	0.0518799352741786	-3.23906154823988	"ns"	"kfl00037_0360"	"hypothetical protein"
"101"	"kfl00054_g48"	50.767277	49.761272	27.574858	0	-3.14485594577059	4.03557791984757	-1.38344901567389	0.283352328285302	0.55602789195924	-8.15673646164835	"ns"	"kfl00054_g48"	"hypothetical protein"
"102"	"kfl00456_0150"	20.717009	21.252001	1.855023	0.856964	-3.14017648486434	2.81839795925465	-10.3199742996398	0.00522183146572584	0.0438045670765366	-2.7403046807167	"repressed"	"kfl00456_0150"	"hypothetical protein"
"103"	"kfl00075_0310"	32.087242	28.80476	2.471973	2.081413	-3.13762669367939	3.33310075197488	-31.6221059512422	0.000383223253147365	0.0161608049924828	0.908432764530319	"repressed"	"kfl00075_0310"	"hypothetical protein"
"104"	"kfl00588_0030"	7.584059	8.40115	0	0	-3.1025353637355	1.55126768186775	-35.8231197509377	0.000286048697972081	0.0147635283222008	1.30421160037933	"repressed"	"kfl00588_0030"	"hypothetical protein"
"105"	"kfl00240_g18"	2.420641	0	12.85564	14.572942	3.09899844253066	2.39964495415041	3.93645202666527	0.0450454809435501	0.145658568452213	-5.76061677311464	"ns"	"kfl00240_g18"	"hypothetical protein"
"106"	"kfl00273_0110"	10.518659	12.186328	93.508842	95.562378	3.0982912617881	5.10562247637195	26.4821271697739	0.000580724995029304	0.0186134080301544	0.338595411486702	"activated"	"kfl00273_0110"	"galactinol synthase"
"107"	"kfl00300_0050"	11.51358	15.437454	109.724228	109.134537	3.08944519634837	5.31924604742729	14.7586017253896	0.00227682407580026	0.0308755202122246	-1.56964904930095	"activated"	"kfl00300_0050"	"hypothetical protein"
"108"	"kfl00454_0070"	6.806621	9.129905	0	0	-3.08838225331605	1.54419112665802	-15.53714860087	0.0020198084379602	0.0297146911168575	-1.40108774221104	"repressed"	"kfl00454_0070"	"hypothetical protein"
"109"	"kfl00730_0075"	0	0	8.599985	5.846034	3.08764580423066	1.54382290211533	12.9292372037124	0.00309759904933861	0.034508690440119	-2.00342600261871	"activated"	"kfl00730_0075"	"hypothetical protein"
"110"	"kfl00033_0230"	0	0	7.48152	6.675591	3.08066067605633	1.54033033802817	38.9004934887063	0.000235775307177219	0.0136519558294433	1.56283011887644	"activated"	"kfl00033_0230"	"hypothetical protein"
"111"	"kfl00163_0110"	12.470942	11.663501	1.112827	0	-3.07522119880368	2.10200112981235	-5.9022070379662	0.0186454339169495	0.0837528254653301	-4.53291722543017	"ns"	"kfl00163_0110"	"hypothetical protein"
"112"	"kfl00060_0260"	8.133894	11.955564	0	0.520097	-3.06472609948417	1.84530424102695	-7.90636772759109	0.00962939170556889	0.0585202458333551	-3.60369213457319	"ns"	"kfl00060_0260"	"hypothetical protein"
"113"	"kfl00177_0290"	12.325443	21.510262	2.749531	0	-3.05840169932721	2.51686004186908	-3.10189780560737	0.0734363341864819	0.202208567102567	-6.42857593789668	"ns"	"kfl00177_0290"	"hypothetical protein"
"114"	"kfl00009_0410"	6.986769	0	16.368681	25.975475	3.05714791254758	2.98137252522073	2.23189185559744	0.136226577449555	0.315520096999705	-7.24935974104876	"ns"	"kfl00009_0410"	"hypothetical protein"
"115"	"kfl00080_0260"	28.499289	23.669397	198.4496	204.088776	3.05424327181401	6.2101737951007	33.8634621955924	0.00032638412335133	0.0154825764884663	1.12630528962226	"activated"	"kfl00080_0260"	"hypothetical protein"
"116"	"kfl00306_0010"	7.796317	17.132044	0	1.13458	-3.02898276169179	2.07826811328883	-4.17042588400727	0.0398563464587142	0.134438700087124	-5.5916404311067	"ns"	"kfl00306_0010"	"hypothetical protein"
"117"	"kfl00008_0180"	29.826918	31.044176	1.833688	3.480706	-3.01522135406883	3.39559358788508	-9.90227357781176	0.00574420940863664	0.0460228826113659	-2.87488194028127	"repressed"	"kfl00008_0180"	"hypothetical protein"
"118"	"kfl00029_0270"	6.431617	8.244153	0	0	-2.98741373824851	1.49370686912426	-17.5224369065582	0.00152574865533084	0.0261144876540088	-1.00697076550222	"repressed"	"kfl00029_0270"	"DNA replication licensing factor, MCM6 component"
"119"	"kfl00348_0110"	6.233206	11.217104	0	0.27501	-2.98657488512401	1.67540666022137	-7.29283116744848	0.0115741241132011	0.0652270553837178	-3.86283780255747	"ns"	"kfl00348_0110"	"RNASEH2C; ribonuclease H2 subunit C"
"120"	"kfl00260_0080"	43.207035	51.338612	3.861475	5.301889	-2.98427588466749	4.02422796896919	-13.8286085509479	0.00264927299766965	0.0326446015611577	-1.78304215002279	"repressed"	"kfl00260_0080"	"hypothetical protein"
"121"	"kfl00126_g14"	10.993837	10.724893	1.005152	0	-2.97542962703605	2.01319633472758	-6.13362313421127	0.0171079433715621	0.0800314775146938	-4.41220620231024	"ns"	"kfl00126_g14"	"hypothetical protein"
"122"	"kfl00113_g2"	22.354996	14.956774	4.201873	0	-2.97403297365714	2.71423001424923	-2.57578820508488	0.105098848965294	0.262937215831275	-6.90895561990886	"ns"	"kfl00113_g2"	"hypothetical protein"
"123"	"kfl00063_0150"	8.591751	8.197665	0	0.31662	-2.96013173790939	1.68613505157441	-15.564832921967	0.00201144444291509	0.0297146911168575	-1.39525079094639	"repressed"	"kfl00063_0150"	"hypothetical protein"
"124"	"kfl00281_0060"	9.527892	7.812691	0.378576	0	-2.95749957803348	1.72337756923448	-12.1483497036157	0.00357963517269588	0.0367427406855	-2.20742638448679	"repressed"	"kfl00281_0060"	"hypothetical protein"
