ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0010038	response to metal ion	25/375	435/21845	1.61035322744523e-07	1.27936558437073e-05	1.01996331685651e-05	AT2G44350/AT2G42810/AT3G12780/AT3G19210/AT1G78380/AT1G18080/AT4G19880/AT3G56090/AT3G20390/AT3G46970/AT1G42970/AT5G14780/AT2G30870/AT4G39660/AT3G48000/AT2G45290/AT5G40820/AT5G52560/AT3G52930/AT1G20620/AT4G23100/AT2G16770/AT5G42740/AT4G35450/AT1G59900	25
GO:0046686	response to cadmium ion	21/375	318/21845	1.6579251633314e-07	1.27936558437073e-05	1.01996331685651e-05	AT2G44350/AT2G42810/AT3G12780/AT1G78380/AT1G18080/AT4G19880/AT3G20390/AT3G46970/AT1G42970/AT5G14780/AT2G30870/AT4G39660/AT3G48000/AT2G45290/AT5G52560/AT3G52930/AT1G20620/AT4G23100/AT5G42740/AT4G35450/AT1G59900	21
GO:0019319	hexose biosynthetic process	7/375	26/21845	2.06277359073864e-07	1.50799606186104e-05	1.20223701798175e-05	AT1G43670/AT3G12780/AT3G55800/AT1G79550/AT3G52930/AT3G54050/AT5G42740	7
GO:0046364	monosaccharide biosynthetic process	9/375	56/21845	4.37370773939442e-07	3.03754002500943e-05	2.42165291675944e-05	AT3G02870/AT1G43670/AT3G12780/AT3G55800/AT1G79550/AT3G47930/AT3G52930/AT3G54050/AT5G42740	9
GO:0006268	DNA unwinding involved in DNA replication	6/375	19/21845	5.52291007600016e-07	3.50864101474865e-05	2.79723416885725e-05	AT5G44635/AT2G16440/AT2G07690/AT1G10930/AT1G31360/AT1G44900	6
GO:0006261	DNA-dependent DNA replication	13/375	134/21845	5.55724278793883e-07	3.50864101474865e-05	2.79723416885725e-05	AT5G44635/AT2G16440/AT2G27120/AT2G29570/AT3G15150/AT5G41880/AT4G29910/AT2G07690/AT1G10930/AT1G09815/AT1G31360/AT1G44900/AT2G42120	13
GO:0009765	photosynthesis, light harvesting	8/375	44/21845	7.23104812021387e-07	4.36692427781611e-05	3.48149319105949e-05	AT3G47470/AT1G29930/AT1G08380/AT3G54890/AT5G57030/AT1G61520/AT3G61470/AT3G27690	8
GO:1901361	organic cyclic compound catabolic process	16/375	225/21845	1.90690909199346e-06	0.000110362363699122	8.79854545954879e-05	AT5G53580/AT2G03870/AT2G39780/AT3G17810/AT4G34890/AT5G47010/AT2G02390/AT1G04010/AT3G61620/AT4G04955/AT2G20340/AT2G19570/AT5G40270/AT5G62530/AT2G02990/AT5G43430	16
GO:0006260	DNA replication	13/375	151/21845	2.16579437844012e-06	0.000116589135195546	9.29496951428251e-05	AT5G44635/AT2G16440/AT2G27120/AT2G29570/AT3G15150/AT5G41880/AT4G29910/AT2G07690/AT1G10930/AT1G09815/AT1G31360/AT1G44900/AT2G42120	13
GO:0071103	DNA conformation change	12/375	128/21845	2.18237402093895e-06	0.000116589135195546	9.29496951428251e-05	AT2G30620/AT5G44635/AT2G16440/AT1G65470/AT1G57820/AT4G37210/AT3G06400/AT2G07690/AT1G10930/AT1G31360/AT5G48600/AT1G44900	12
GO:0055086	nucleobase-containing small molecule metabolic process	21/375	381/21845	3.09162937406254e-06	0.000159047155576773	0.000126798990312428	AT1G17410/AT3G12780/AT4G34570/AT3G17810/AT4G34890/AT4G04640/AT1G79550/AT4G04955/AT2G19570/AT5G40270/AT5G52560/AT3G62830/AT3G52930/AT4G11980/AT5G59440/AT5G36880/AT4G18940/AT5G42740/AT5G49460/AT1G59900/AT3G53900	21
GO:0019253	reductive pentose-phosphate cycle	5/375	15/21845	3.78335489241351e-06	0.000187681426627228	0.000149627419053347	AT3G12780/AT3G55800/AT1G12900/AT1G42970/AT3G54050	5
GO:0044282	small molecule catabolic process	16/375	238/21845	3.94694087119926e-06	0.000189044857589509	0.000150714402776828	AT3G02870/AT5G53580/AT3G17760/AT1G67550/AT3G01850/AT2G02390/AT3G17940/AT5G14780/AT1G06130/AT2G20340/AT2G19570/AT5G62530/AT4G16800/AT3G10850/AT1G79440/AT5G43430	16
GO:0019685	photosynthesis, dark reaction	5/375	16/21845	5.42566225061475e-06	0.000251208162203463	0.000200273567987604	AT3G12780/AT3G55800/AT1G12900/AT1G42970/AT3G54050	5
GO:0015977	carbon fixation	5/375	17/21845	7.57828940407366e-06	0.000339556257492204	0.000270708334569966	AT3G12780/AT3G55800/AT1G12900/AT1G42970/AT3G54050	5
GO:0051186	cofactor metabolic process	22/375	444/21845	9.87485070315041e-06	0.000428630238333622	0.000341721807227442	AT1G78600/AT3G02870/AT5G53580/AT2G42810/AT4G34570/AT1G78380/AT2G02390/AT2G30870/AT3G22840/AT4G01850/AT4G01940/AT3G47930/AT4G29210/AT1G20620/AT4G23100/AT5G36880/AT5G57030/AT2G40490/AT5G49460/AT1G48320/AT1G59900/AT5G43430	22
GO:0032508	DNA duplex unwinding	6/375	30/21845	1.03029527834126e-05	0.000433660648974549	0.000345732259271134	AT5G44635/AT2G16440/AT2G07690/AT1G10930/AT1G31360/AT1G44900	6
GO:0000278	mitotic cell cycle	18/375	321/21845	1.24395788706653e-05	0.000499717161335988	0.00039839525120341	AT5G47820/AT3G25980/AT5G06680/AT5G44635/AT2G16440/AT1G61000/AT2G27120/AT3G15150/AT1G70210/AT5G18700/AT1G44110/AT5G54260/AT3G19050/AT5G48600/AT1G44900/AT1G76310/AT3G54630/AT3G60660	18
GO:0032392	DNA geometric change	6/375	31/21845	1.25918651164576e-05	0.000499717161335988	0.00039839525120341	AT5G44635/AT2G16440/AT2G07690/AT1G10930/AT1G31360/AT1G44900	6
GO:0009644	response to high light intensity	8/375	65/21845	1.50476766634562e-05	0.000580589524598353	0.00046287005409228	AT3G47470/AT3G22840/AT3G54890/AT1G61520/AT3G61470/AT2G47450/AT4G34190/AT3G27690	8
GO:0009645	response to low light intensity stimulus	5/375	20/21845	1.8198318647293e-05	0.000683174718948378	0.000544655226655825	AT3G47470/AT3G54890/AT1G61520/AT3G61470/AT3G27690	5
GO:1903047	mitotic cell cycle process	14/375	214/21845	2.14461320579356e-05	0.000783912563907172	0.000624967615649536	AT5G47820/AT3G25980/AT5G44635/AT2G16440/AT1G61000/AT1G70210/AT5G18700/AT1G44110/AT5G54260/AT3G19050/AT5G48600/AT1G44900/AT1G76310/AT3G54630	14
GO:0051188	cofactor biosynthetic process	16/375	276/21845	2.51838993264156e-05	0.000896934260625419	0.000715073200847213	AT1G78600/AT3G02870/AT5G53580/AT2G42810/AT4G34570/AT3G22840/AT4G01850/AT4G01940/AT3G47930/AT4G23100/AT5G36880/AT5G57030/AT2G40490/AT5G49460/AT1G48320/AT1G59900	16
GO:0000727	double-strand break repair via break-induced replication	4/375	12/21845	3.79336081099669e-05	0.00128511662596937	0.00102454828579423	AT5G44635/AT2G16440/AT2G07690/AT1G44900	4
GO:0030388	fructose 1,6-bisphosphate metabolic process	4/375	12/21845	3.79336081099669e-05	0.00128511662596937	0.00102454828579423	AT1G43670/AT3G55800/AT3G52930/AT3G54050	4
GO:0006325	chromatin organization	18/375	358/21845	5.24810103381503e-05	0.00173562198475454	0.00138370984650963	AT5G55760/AT5G09230/AT2G30620/AT2G06210/AT4G35570/AT1G65470/AT1G57820/AT4G37210/AT5G14620/AT5G13960/AT5G26040/AT3G06400/AT2G36490/AT3G52030/AT3G09600/AT3G51880/AT1G08460/AT3G61740	18
GO:0006000	fructose metabolic process	4/375	13/21845	5.40516312286857e-05	0.00174004045130194	0.00138723243133617	AT1G43670/AT3G55800/AT3G54050/AT1G07110	4
GO:0046700	heterocycle catabolic process	13/375	204/21845	5.51200718914942e-05	0.00174004045130194	0.00138723243133617	AT5G53580/AT2G03870/AT2G39780/AT3G17810/AT4G34890/AT5G47010/AT3G61620/AT4G04955/AT2G19570/AT5G40270/AT5G62530/AT2G02990/AT5G43430	13
GO:0009767	photosynthetic electron transport chain	7/375	60/21845	7.33629869575724e-05	0.00207374897490276	0.00165327870986147	AT4G04640/AT4G03280/AT5G66190/AT1G08380/AT3G54050/AT4G27800/AT1G60950	7
GO:0044270	cellular nitrogen compound catabolic process	13/375	210/21845	7.41173371136614e-05	0.00207374897490276	0.00165327870986147	AT5G53580/AT1G67550/AT2G03870/AT2G39780/AT3G17810/AT4G34890/AT5G47010/AT3G61620/AT4G04955/AT2G19570/AT5G40270/AT2G02990/AT5G43430	13
GO:0006002	fructose 6-phosphate metabolic process	4/375	14/21845	7.4648991177205e-05	0.00207374897490276	0.00165327870986147	AT1G43670/AT3G55800/AT3G54050/AT1G07110	4
GO:0006271	DNA strand elongation involved in DNA replication	4/375	14/21845	7.4648991177205e-05	0.00207374897490276	0.00165327870986147	AT2G16440/AT2G27120/AT2G29570/AT2G42120	4
GO:0022616	DNA strand elongation	4/375	14/21845	7.4648991177205e-05	0.00207374897490276	0.00165327870986147	AT2G16440/AT2G27120/AT2G29570/AT2G42120	4
GO:0033260	nuclear DNA replication	4/375	14/21845	7.4648991177205e-05	0.00207374897490276	0.00165327870986147	AT5G44635/AT2G16440/AT2G07690/AT1G44900	4
GO:0018205	peptidyl-lysine modification	11/375	155/21845	7.86022282951631e-05	0.00214075480592121	0.0017066985380085	AT5G55760/AT5G09230/AT2G06210/AT3G15150/AT5G14620/AT5G13960/AT3G52030/AT3G57870/AT3G09600/AT3G58470/AT3G61740	11
GO:0010212	response to ionizing radiation	5/375	27/21845	8.58412485752239e-05	0.00229295181290358	0.001828036305691	AT5G48720/AT3G19210/AT4G29170/AT5G40820/AT5G61460	5
GO:0018193	peptidyl-amino acid modification	18/375	380/21845	0.000111931396990035	0.00293344736639923	0.00233866593115228	AT5G55760/AT1G26940/AT5G51880/AT5G09230/AT2G06210/AT3G12780/AT1G09340/AT3G15150/AT5G14620/AT4G20360/AT5G13960/AT3G52030/AT3G57870/AT3G09600/AT3G58470/AT2G14255/AT3G61740/AT2G36130	18
GO:0071824	protein-DNA complex subunit organization	9/375	110/21845	0.000118896411379283	0.00305827991492267	0.00243818761736854	AT2G30620/AT5G44635/AT2G16440/AT1G65470/AT1G57820/AT4G37210/AT3G06400/AT2G07690/AT1G44900	9
GO:0005984	disaccharide metabolic process	7/375	65/21845	0.00012288922402677	0.00308576118810601	0.00246009682837901	AT1G43670/AT3G55800/AT1G01050/AT4G24040/AT1G62660/AT3G54050/AT5G64860	7
GO:0009409	response to cold	19/375	418/21845	0.000124407938469357	0.00308576118810601	0.00246009682837901	AT3G02870/AT3G47470/AT3G12780/AT1G09340/AT1G67090/AT2G33380/AT5G50950/AT1G42970/AT3G22840/AT1G10930/AT3G06510/AT3G17020/AT1G20620/AT3G54050/AT3G54890/AT1G61520/AT3G61470/AT1G79440/AT3G27690	19
GO:0065004	protein-DNA complex assembly	8/375	88/21845	0.000136089231038256	0.00331627968266909	0.00264387573503685	AT2G30620/AT5G44635/AT2G16440/AT1G65470/AT1G57820/AT4G37210/AT2G07690/AT1G44900	8
GO:0006753	nucleoside phosphate metabolic process	15/375	289/21845	0.000154604614100674	0.00370251394803166	0.00295179771386405	AT1G17410/AT3G12780/AT4G34570/AT4G04640/AT1G79550/AT5G40270/AT3G52930/AT4G11980/AT5G59440/AT5G36880/AT4G18940/AT5G42740/AT5G49460/AT1G59900/AT3G53900	15
GO:0005982	starch metabolic process	7/375	71/21845	0.000214984463033362	0.00506124439242949	0.00403503398949326	AT1G43670/AT4G18240/AT1G03310/AT3G55800/AT1G01050/AT2G39930/AT5G64860	7
GO:0016051	carbohydrate biosynthetic process	16/375	336/21845	0.000251091079733464	0.00581275849582969	0.00463417220841411	AT3G02870/AT2G35100/AT1G43670/AT4G18240/AT3G12780/AT1G03310/AT2G15350/AT3G55800/AT1G12900/AT1G79550/AT1G42970/AT3G47930/AT3G52930/AT2G39930/AT3G54050/AT5G42740	16
GO:0009642	response to light intensity	10/375	153/21845	0.0003219264296643	0.00733042312792972	0.00584411741167979	AT3G47470/AT3G22840/AT3G54890/AT3G06850/AT1G61520/AT3G61470/AT2G47450/AT4G34190/AT1G60950/AT3G27690	10
GO:0009311	oligosaccharide metabolic process	7/375	76/21845	0.000328468214274799	0.00734239464724931	0.00585366160350595	AT1G43670/AT3G55800/AT1G01050/AT4G24040/AT1G62660/AT3G54050/AT5G64860	7
GO:0061647	histone H3-K9 modification	4/375	20/21845	0.000333024379248889	0.00734239464724931	0.00585366160350595	AT5G55760/AT5G09230/AT5G14620/AT5G13960	4
GO:0019439	aromatic compound catabolic process	12/375	214/21845	0.000347212205479416	0.00753558989704545	0.00600768487112411	AT2G03870/AT2G39780/AT4G34890/AT5G47010/AT2G02390/AT3G61620/AT4G04955/AT2G20340/AT2G19570/AT5G40270/AT2G02990/AT5G43430	12
GO:0009108	coenzyme biosynthetic process	10/375	157/21845	0.000395423123866665	0.00834786459852567	0.00665526395941723	AT3G02870/AT5G53580/AT4G34570/AT4G01850/AT3G47930/AT5G36880/AT5G57030/AT5G49460/AT1G48320/AT1G59900	10
GO:0033043	regulation of organelle organization	13/375	249/21845	0.000396658793018498	0.00834786459852567	0.00665526395941723	AT2G30620/AT2G06210/AT3G25980/AT5G06680/AT4G24710/AT3G27120/AT2G46225/AT1G57820/AT2G36490/AT5G40820/AT1G44900/AT3G60660/AT3G61740	13
GO:0009064	glutamine family amino acid metabolic process	6/375	57/21845	0.00042643200350742	0.008840508251818	0.00704801991657197	AT3G17760/AT5G14800/AT1G75330/AT5G62530/AT1G79440/AT1G51720	6
GO:0009117	nucleotide metabolic process	14/375	285/21845	0.000443415385799179	0.00905741133639794	0.00722094405357178	AT1G17410/AT3G12780/AT4G34570/AT4G04640/AT1G79550/AT5G40270/AT3G52930/AT5G59440/AT5G36880/AT4G18940/AT5G42740/AT5G49460/AT1G59900/AT3G53900	14
GO:0006536	glutamate metabolic process	4/375	22/21845	0.00048935144825515	0.00985085741487541	0.00785351218252354	AT3G17760/AT5G62530/AT1G79440/AT1G51720	4
GO:0009394	2'-deoxyribonucleotide metabolic process	3/375	10/21845	0.000550569189853431	0.0107152255370771	0.00854262230685089	AT4G34570/AT5G40270/AT5G59440	3
GO:0019692	deoxyribose phosphate metabolic process	3/375	10/21845	0.000550569189853431	0.0107152255370771	0.00854262230685089	AT4G34570/AT5G40270/AT5G59440	3
GO:0000226	microtubule cytoskeleton organization	10/375	164/21845	0.000557538119698667	0.0107152255370771	0.00854262230685089	AT5G47820/AT5G06680/AT3G27120/AT1G61000/AT1G03780/AT4G05190/AT3G44200/AT3G19050/AT1G69230/AT3G60660	10
GO:0006333	chromatin assembly or disassembly	7/375	83/21845	0.000563147202452575	0.0107152255370771	0.00854262230685089	AT2G30620/AT4G35570/AT1G65470/AT1G57820/AT4G37210/AT3G06400/AT3G51880	7
GO:0006270	DNA replication initiation	4/375	23/21845	0.000584402878012004	0.0109693999670091	0.00874526070652386	AT2G16440/AT4G29910/AT2G07690/AT1G44900	4
GO:1901137	carbohydrate derivative biosynthetic process	18/375	437/21845	0.000604271305050226	0.0111911045695302	0.00892201281281176	AT1G17410/AT2G35100/AT3G12780/AT4G34570/AT1G03310/AT3G04240/AT2G15350/AT4G04640/AT5G52560/AT3G62830/AT2G39930/AT5G59440/AT4G23100/AT5G28910/AT5G36880/AT5G49460/AT1G59900/AT3G53900	18
GO:0043648	dicarboxylic acid metabolic process	7/375	85/21845	0.000650211230528189	0.0118834657789954	0.00947399189079854	AT3G17760/AT5G25880/AT4G34570/AT5G50950/AT5G62530/AT1G79440/AT1G51720	7
GO:0072521	purine-containing compound metabolic process	12/375	231/21845	0.000686763963059175	0.0123885083725869	0.00987663279751541	AT1G17410/AT3G12780/AT4G34890/AT4G04640/AT1G79550/AT4G04955/AT5G40270/AT3G52930/AT5G36880/AT5G42740/AT5G49460/AT1G59900	12
GO:0051321	meiotic cell cycle	10/375	171/21845	0.000771175348048489	0.013732853313325	0.0109484003528611	AT1G07745/AT5G06680/AT5G48720/AT4G24710/AT3G27120/AT3G19210/AT1G61000/AT4G29170/AT5G54260/AT5G40820	10
GO:0033044	regulation of chromosome organization	8/375	114/21845	0.000792842539145561	0.0139399783148504	0.0111135289964175	AT2G30620/AT2G06210/AT3G25980/AT1G57820/AT2G36490/AT5G40820/AT1G44900/AT3G61740	8
GO:0016569	covalent chromatin modification	11/375	203/21845	0.000805451684607446	0.0139846548739968	0.0111491470027241	AT5G55760/AT5G09230/AT2G06210/AT1G57820/AT5G14620/AT5G13960/AT5G26040/AT3G52030/AT3G09600/AT1G08460/AT3G61740	11
GO:0005985	sucrose metabolic process	5/375	44/21845	0.000909396570310874	0.0155944671131087	0.0124325561009362	AT1G43670/AT3G55800/AT1G01050/AT1G62660/AT3G54050	5
GO:0032787	monocarboxylic acid metabolic process	19/375	492/21845	0.000930081342230483	0.0157546705409529	0.0125602769194669	AT5G25880/AT3G12780/AT2G33380/AT2G02390/AT1G79550/AT5G14780/AT2G34770/AT1G80950/AT1G06130/AT3G52930/AT4G16800/AT1G53520/AT3G10850/AT5G36880/AT1G08980/AT5G42740/AT5G49460/AT1G79440/AT1G59900	19
GO:0034622	cellular protein-containing complex assembly	19/375	493/21845	0.000952488189142751	0.0159398324664974	0.0127078956877384	AT5G38410/AT3G60150/AT2G30620/AT5G06680/AT5G44635/AT2G16440/AT1G62730/AT2G46225/AT1G65470/AT2G45990/AT1G57820/AT4G37210/AT1G67090/AT1G54500/AT2G07690/AT5G54290/AT1G48170/AT3G21400/AT1G44900	19
GO:0005986	sucrose biosynthetic process	3/375	13/21845	0.0012628730355192	0.0208825076944783	0.0166484014206291	AT1G43670/AT3G55800/AT3G54050	3
GO:0009132	nucleoside diphosphate metabolic process	6/375	70/21845	0.00127867131666575	0.0208949936335144	0.0166583557291934	AT1G17410/AT3G12780/AT1G79550/AT3G52930/AT5G59440/AT5G42740	6
GO:0009063	cellular amino acid catabolic process	7/375	96/21845	0.00133756994102021	0.0216033098613613	0.0172230548097095	AT3G17760/AT2G02390/AT2G20340/AT5G62530/AT4G16800/AT1G79440/AT5G43430	7
GO:0005977	glycogen metabolic process	3/375	14/21845	0.00158693413852156	0.0247668709933309	0.0197451769807769	AT1G03310/AT3G46970/AT2G39930	3
GO:0006112	energy reserve metabolic process	3/375	14/21845	0.00158693413852156	0.0247668709933309	0.0197451769807769	AT1G03310/AT3G46970/AT2G39930	3
GO:0009262	deoxyribonucleotide metabolic process	3/375	14/21845	0.00158693413852156	0.0247668709933309	0.0197451769807769	AT4G34570/AT5G40270/AT5G59440	3
GO:0071214	cellular response to abiotic stimulus	10/375	189/21845	0.00164348524008905	0.0250857252580626	0.01999938082792	AT2G42810/AT3G19210/AT1G09340/AT1G78380/AT1G53210/AT3G22840/AT1G32080/AT2G43350/AT4G34280/AT4G34190	10
GO:0104004	cellular response to environmental stimulus	10/375	189/21845	0.00164348524008905	0.0250857252580626	0.01999938082792	AT2G42810/AT3G19210/AT1G09340/AT1G78380/AT1G53210/AT3G22840/AT1G32080/AT2G43350/AT4G34280/AT4G34190	10
GO:0072527	pyrimidine-containing compound metabolic process	6/375	74/21845	0.00170614773600221	0.0256387745699806	0.0204402946819898	AT1G17410/AT4G34570/AT3G17810/AT2G19570/AT5G59440/AT3G53900	6
GO:0019693	ribose phosphate metabolic process	11/375	223/21845	0.00171663501440475	0.0256387745699806	0.0204402946819898	AT1G17410/AT3G12780/AT4G04640/AT1G79550/AT3G52930/AT4G11980/AT5G36880/AT5G42740/AT5G49460/AT1G59900/AT3G53900	11
GO:1901615	organic hydroxy compound metabolic process	14/375	329/21845	0.00176270652555123	0.0260468017445815	0.0207655908721153	AT3G02870/AT5G53580/AT5G64440/AT5G50375/AT2G33380/AT1G20050/AT2G02390/AT5G54160/AT1G04010/AT1G11680/AT5G42810/AT1G06130/AT4G21540/AT3G10850	14
GO:0010948	negative regulation of cell cycle process	5/375	51/21845	0.00178366983386874	0.0260791305183545	0.0207913647116888	AT3G25980/AT4G24710/AT3G27120/AT3G15150/AT5G54260	5
GO:0000280	nuclear division	10/375	192/21845	0.00184632883830705	0.0267140703792551	0.0212975651085418	AT1G07745/AT3G25980/AT5G48720/AT4G24710/AT3G27120/AT3G19210/AT1G61000/AT4G29170/AT5G48600/AT3G54630	10
GO:0018022	peptidyl-lysine methylation	6/375	76/21845	0.00195674249512126	0.0277596340679406	0.0221311318551578	AT2G06210/AT5G14620/AT5G13960/AT3G52030/AT3G58470/AT3G61740	6
GO:0006085	acetyl-CoA biosynthetic process	3/375	15/21845	0.00195856309478631	0.0277596340679406	0.0221311318551578	AT5G36880/AT5G49460/AT1G59900	3
GO:0010639	negative regulation of organelle organization	6/375	77/21845	0.00209201071000797	0.0293515442040512	0.0234002686542093	AT2G30620/AT3G25980/AT4G24710/AT3G27120/AT2G36490/AT1G44900	6
GO:0016570	histone modification	10/375	197/21845	0.00222901708676136	0.0307260596126541	0.0244960893581237	AT5G55760/AT5G09230/AT2G06210/AT5G14620/AT5G13960/AT5G26040/AT3G52030/AT3G09600/AT1G08460/AT3G61740	10
GO:0061982	meiosis I cell cycle process	6/375	78/21845	0.00223422031740681	0.0307260596126541	0.0244960893581237	AT1G07745/AT4G24710/AT3G27120/AT3G19210/AT4G29170/AT5G54260	6
GO:0006303	double-strand break repair via nonhomologous end joining	3/375	16/21845	0.00238005860961394	0.030942174189663	0.0246683848641775	AT5G54260/AT5G40820/AT4G02390	3
GO:0017014	protein nitrosylation	3/375	16/21845	0.00238005860961394	0.030942174189663	0.0246683848641775	AT3G12780/AT1G09340/AT4G20360	3
GO:0018119	peptidyl-cysteine S-nitrosylation	3/375	16/21845	0.00238005860961394	0.030942174189663	0.0246683848641775	AT3G12780/AT1G09340/AT4G20360	3
