ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0009521	photosystem	8/457	67/25305	2.73160647577691e-05	0.000615853096356976	0.000478357880447057	AT2G20260/AT1G03130/AT1G31330/AT1G06680/AT1G52230/AT1G08380/AT3G61470/AT3G27690	8
GO:0009538	photosystem I reaction center	4/457	11/25305	3.13297447938068e-05	0.000647481392405341	0.000502924850637426	AT2G20260/AT1G03130/AT1G31330/AT1G52230	4
GO:0000347	THO complex	4/457	14/25305	9.10265208812875e-05	0.00173650593681225	0.00134881403411139	AT5G44635/AT2G16440/AT2G07690/AT1G44900	4
GO:0005874	microtubule	12/457	184/25305	0.000138545133876079	0.0024168838429383	0.00187729093063543	AT5G47820/AT3G25980/AT5G06680/AT1G61000/AT4G27060/AT5G18700/AT1G03780/AT4G05190/AT3G44200/AT3G19050/AT1G69230/AT3G60660	12
GO:0048046	apoplast	16/457	304/25305	0.0001461824905003	0.0024168838429383	0.00187729093063543	AT5G38410/AT3G12780/AT1G09340/AT4G20360/AT3G55800/AT1G67090/AT1G12900/AT1G79550/AT1G42970/AT2G30870/AT5G66190/AT2G15620/AT1G06680/AT3G52930/AT1G20620/AT3G54050	16
GO:0099081	supramolecular polymer	12/457	199/25305	0.000286553776500914	0.00394807425401259	0.00306662813448346	AT5G47820/AT3G25980/AT5G06680/AT1G61000/AT4G27060/AT5G18700/AT1G03780/AT4G05190/AT3G44200/AT3G19050/AT1G69230/AT3G60660	12
GO:0099512	supramolecular fiber	12/457	199/25305	0.000286553776500914	0.00394807425401259	0.00306662813448346	AT5G47820/AT3G25980/AT5G06680/AT1G61000/AT4G27060/AT5G18700/AT1G03780/AT4G05190/AT3G44200/AT3G19050/AT1G69230/AT3G60660	12
GO:0099513	polymeric cytoskeletal fiber	12/457	199/25305	0.000286553776500914	0.00394807425401259	0.00306662813448346	AT5G47820/AT3G25980/AT5G06680/AT1G61000/AT4G27060/AT5G18700/AT1G03780/AT4G05190/AT3G44200/AT3G19050/AT1G69230/AT3G60660	12
GO:0042575	DNA polymerase complex	4/457	19/25305	0.000328103295357621	0.00428261143414158	0.00332647662329333	AT2G27120/AT5G41880/AT1G09815/AT2G42120	4
GO:0000228	nuclear chromosome	9/457	122/25305	0.000380832743751996	0.00472232602252475	0.00366802063719027	AT4G24710/AT4G23800/AT2G27120/AT5G54260/AT5G41880/AT3G06400/AT4G29910/AT1G09815/AT2G42120	9
GO:0015630	microtubule cytoskeleton	14/457	271/25305	0.000450370926461173	0.00531866617916052	0.00413122203220024	AT1G07745/AT5G47820/AT3G25980/AT5G06680/AT1G61000/AT4G27060/AT5G18700/AT1G03780/AT4G05190/AT3G44200/AT3G19050/AT1G69230/AT1G76310/AT3G60660	14
GO:0000785	chromatin	11/457	185/25305	0.0005715656215147	0.00622326416755219	0.00483385968871838	AT5G62410/AT2G30620/AT5G44635/AT2G16440/AT4G35570/AT1G26665/AT5G54260/AT3G06400/AT2G07690/AT3G51880/AT1G44900	11
GO:0010319	stromule	5/457	38/25305	0.000577157563926212	0.00622326416755219	0.00483385968871838	AT3G12780/AT1G09340/AT1G42970/AT1G26340/AT3G54050	5
GO:0005819	spindle	7/457	81/25305	0.000658736276454442	0.00675268112671989	0.00524507914341995	AT3G25980/AT5G06680/AT1G61000/AT5G18700/AT1G03780/AT4G05190/AT3G60660	7
GO:0000776	kinetochore	4/457	23/25305	0.000707942376188376	0.00675268112671989	0.00524507914341995	AT3G25980/AT1G61000/AT3G54630/AT3G60660	4
GO:0005876	spindle microtubule	4/457	23/25305	0.000707942376188376	0.00675268112671989	0.00524507914341995	AT3G25980/AT1G61000/AT4G05190/AT3G60660	4
GO:0005657	replication fork	5/457	41/25305	0.000824313217096757	0.00757146954962948	0.00588106505764938	AT1G07745/AT5G41880/AT1G09815/AT2G42120/AT5G28780	5
GO:0099080	supramolecular complex	14/457	296/25305	0.00106381113221788	0.00942232717107266	0.00731870064646136	AT5G47820/AT3G25980/AT5G06680/AT1G61000/AT5G47010/AT4G27060/AT5G18700/AT1G03780/AT4G05190/AT3G44200/AT3G19050/AT1G69230/AT3G54630/AT3G60660	14
GO:0000779	condensed chromosome, centromeric region	4/457	27/25305	0.00132534960654422	0.0113340242214816	0.00880359266778921	AT3G25980/AT1G61000/AT3G54630/AT3G60660	4
GO:0055028	cortical microtubule	5/457	53/25305	0.00264506843743657	0.021514925761201	0.0167115085496595	AT5G47820/AT5G06680/AT4G27060/AT3G44200/AT1G69230	5
GO:0005856	cytoskeleton	15/457	363/25305	0.00268936572015012	0.021514925761201	0.0167115085496595	AT1G07745/AT5G47820/AT3G25980/AT5G06680/AT5G41790/AT1G61000/AT4G27060/AT5G18700/AT1G03780/AT4G05190/AT3G44200/AT3G19050/AT1G69230/AT1G76310/AT3G60660	15
GO:0030894	replisome	3/457	17/25305	0.00329560299294011	0.024574904225824	0.0190883169496002	AT5G41880/AT1G09815/AT2G42120	3
GO:0043601	nuclear replisome	3/457	17/25305	0.00329560299294011	0.024574904225824	0.0190883169496002	AT5G41880/AT1G09815/AT2G42120	3
GO:0030981	cortical microtubule cytoskeleton	5/457	56/25305	0.00336914009547588	0.024574904225824	0.0190883169496002	AT5G47820/AT5G06680/AT4G27060/AT3G44200/AT1G69230	5
GO:0005881	cytoplasmic microtubule	5/457	60/25305	0.00454288180622421	0.0321895625126744	0.0250029284372641	AT5G47820/AT5G06680/AT4G27060/AT3G44200/AT1G69230	5
GO:0005654	nucleoplasm	16/457	427/25305	0.0050913144806479	0.0350372288289071	0.0272148254485993	AT1G78600/AT3G06670/AT2G06210/AT3G25980/AT2G17250/AT4G37210/AT5G14620/AT5G26040/AT3G06400/AT1G01050/AT1G03780/AT3G52030/AT3G11220/AT5G59440/AT1G08980/AT3G61740	16
GO:0030863	cortical cytoskeleton	5/457	62/25305	0.00522732849463533	0.0350372288289071	0.0272148254485993	AT5G47820/AT5G06680/AT4G27060/AT3G44200/AT1G69230	5
GO:0000775	chromosome, centromeric region	4/457	40/25305	0.00574023291858899	0.0374625727318439	0.0290986876482489	AT3G25980/AT1G61000/AT3G54630/AT3G60660	4
