ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0009553	embryo sac development	13/412	155/21869	7.93469498872457e-06	0.000971639468164727	0.000838268255268127	AT1G14360/AT1G31660/AT5G41190/AT5G55490/AT1G67120/AT4G14040/AT5G42020/AT5G17020/AT5G60410/AT1G14350/AT2G47990/AT1G16280/AT5G24120	13
GO:0009644	response to high light intensity	8/412	63/21869	2.32128828314173e-05	0.0026056460978266	0.00224798444262147	AT4G22260/AT2G05620/AT3G22840/AT3G47390/AT5G02120/AT2G30950/AT2G21970/AT3G61470	8
GO:0019684	photosynthesis, light reaction	12/412	149/21869	2.65191376718865e-05	0.00274779064954085	0.00237061765099293	AT2G05620/AT1G34000/AT1G71500/AT5G02120/AT4G35250/AT2G30950/AT2G21970/AT4G01050/AT3G61470/AT3G27925/AT5G24120/AT1G08380	12
GO:0042026	protein refolding	6/412	33/21869	3.10315539246494e-05	0.00278663354243352	0.00240412880932021	AT1G55490/AT2G28000/AT5G09590/AT3G23990/AT5G15450/AT5G42020	6
GO:0080022	primary root development	6/412	33/21869	3.10315539246494e-05	0.00278663354243352	0.00240412880932021	AT3G01090/AT3G16857/AT1G79530/AT1G12240/AT1G12820/AT1G14350	6
GO:0002183	cytoplasmic translational initiation	5/412	21/21869	3.67459668724702e-05	0.00309355108607609	0.0026689175938952	AT4G11420/AT2G46290/AT5G20920/AT1G36730/AT3G02200	5
GO:0016108	tetraterpenoid metabolic process	6/412	36/21869	5.2030088315412e-05	0.00386476355012921	0.00333427027651518	AT4G22260/AT4G14210/AT3G63520/AT4G00370/AT4G25700/AT1G08550	6
GO:0016116	carotenoid metabolic process	6/412	36/21869	5.2030088315412e-05	0.00386476355012921	0.00333427027651518	AT4G22260/AT4G14210/AT3G63520/AT4G00370/AT4G25700/AT1G08550	6
GO:0071484	cellular response to light intensity	4/412	12/21869	5.45141109520824e-05	0.00386476355012921	0.00333427027651518	AT2G05620/AT3G22840/AT4G33950/AT2G21970	4
GO:0006458	'de novo' protein folding	7/412	53/21869	5.84532718093733e-05	0.00393682785636129	0.00339644274092359	AT1G55490/AT5G09590/AT5G42020/AT5G49580/AT5G20720/AT3G17880/AT5G06110	7
GO:0034599	cellular response to oxidative stress	8/412	76/21869	9.13482989280233e-05	0.00585934088838321	0.00505506376022745	AT3G26060/AT2G17420/AT5G55580/AT2G23140/AT3G06110/AT3G07700/AT1G75270/AT5G61640	8
GO:0062197	cellular response to chemical stress	10/412	123/21869	0.000114248708976051	0.0069951368632155	0.00603495572773017	AT3G26060/AT2G17420/AT5G55580/AT2G23140/AT3G06110/AT3G07700/AT1G75270/AT5G61640/AT5G24120/AT1G53210	10
GO:0010207	photosystem II assembly	5/412	27/21869	0.000132826623140252	0.00745489422374662	0.00643160490994902	AT1G34000/AT1G71500/AT5G02120/AT4G35250/AT5G24120	5
GO:0030091	protein repair	5/412	27/21869	0.000132826623140252	0.00745489422374662	0.00643160490994902	AT1G53280/AT4G21860/AT2G30950/AT3G27925/AT1G53670	5
GO:0006413	translational initiation	7/412	62/21869	0.000161276214593556	0.00868956244230082	0.00749679751205416	AT2G39990/AT3G11400/AT4G11420/AT2G46290/AT5G20920/AT1G36730/AT3G02200	7
GO:0016122	xanthophyll metabolic process	4/412	16/21869	0.000188798194250186	0.00978119875596154	0.00843859135434029	AT3G63520/AT4G00370/AT4G25700/AT1G08550	4
GO:0034976	response to endoplasmic reticulum stress	9/412	110/21869	0.000237922042104241	0.011869666322756	0.010240387309282	AT1G14360/AT3G10800/AT1G04980/AT5G61790/AT1G56340/AT5G60640/AT5G42220/AT5G42020/AT4G24190	9
GO:0000302	response to reactive oxygen species	11/412	162/21869	0.000261099213729596	0.0121669697872166	0.0104968816825594	AT2G17420/AT5G55580/AT2G23140/AT3G06110/AT3G17800/AT1G53540/AT3G07700/AT5G27600/AT2G01980/AT1G75270/AT1G20630	11
GO:0051084	'de novo' posttranslational protein folding	6/412	48/21869	0.000270979282566071	0.0121669697872166	0.0104968816825594	AT1G55490/AT5G09590/AT5G42020/AT5G49580/AT5G20720/AT3G17880	6
GO:0051085	chaperone cofactor-dependent protein refolding	6/412	48/21869	0.000270979282566071	0.0121669697872166	0.0104968816825594	AT1G55490/AT5G09590/AT5G42020/AT5G49580/AT5G20720/AT3G17880	6
GO:0061077	chaperone-mediated protein folding	7/412	70/21869	0.00034559239748508	0.0150165470778195	0.0129553143233796	AT1G55490/AT3G25230/AT5G09590/AT5G42020/AT5G49580/AT5G20720/AT3G17880	7
GO:0015979	photosynthesis	13/412	225/21869	0.000364081418400121	0.0153255522057801	0.0132219041418991	AT2G05620/AT4G01800/AT1G34000/AT1G71500/AT5G02120/AT4G35250/AT2G30950/AT2G21970/AT4G01050/AT3G61470/AT3G27925/AT5G24120/AT1G08380	13
GO:0042273	ribosomal large subunit biogenesis	8/412	95/21869	0.000431895221477181	0.0175276659623235	0.0151217467451296	AT4G09730/AT5G20160/AT1G67120/AT1G23280/AT2G44860/AT3G18600/AT4G25730/AT4G01560	8
GO:0042592	homeostatic process	21/412	490/21869	0.000442420670170006	0.0175276659623235	0.0151217467451296	AT4G20140/AT3G26060/AT2G17420/AT1G33270/AT1G18910/AT3G43660/AT1G30450/AT1G56340/AT1G42540/AT4G28630/AT3G07700/AT3G02850/AT3G15380/AT1G79530/AT2G01980/AT5G57350/AT3G60330/AT1G76080/AT3G02040/AT1G14350/AT1G53210	21
GO:0050801	ion homeostasis	15/412	293/21869	0.000480873950631125	0.0185067774714322	0.0159664613983989	AT4G20140/AT1G18910/AT3G43660/AT1G30450/AT1G56340/AT1G42540/AT4G28630/AT3G07700/AT3G02850/AT3G15380/AT2G01980/AT5G57350/AT3G60330/AT3G02040/AT1G53210	15
GO:0006766	vitamin metabolic process	8/412	98/21869	0.000532509717639017	0.0199247386016599	0.0171897873764174	AT3G47390/AT5G32470/AT5G53970/AT5G64300/AT5G01410/AT3G63410/AT1G75270/AT5G49970	8
GO:0034308	primary alcohol metabolic process	4/412	21/21869	0.000576249458706592	0.0209785951588589	0.0180989872663464	AT4G33360/AT1G53280/AT5G32470/AT1G43710	4
GO:0098771	inorganic ion homeostasis	14/412	269/21869	0.000625527298696071	0.022095318172551	0.0190624243054713	AT4G20140/AT1G18910/AT3G43660/AT1G30450/AT1G56340/AT1G42540/AT4G28630/AT3G07700/AT3G02850/AT2G01980/AT5G57350/AT3G60330/AT3G02040/AT1G53210	14
GO:0072593	reactive oxygen species metabolic process	9/412	126/21869	0.000648541204935273	0.022095318172551	0.0190624243054713	AT2G12646/AT2G17420/AT4G33950/AT1G10170/AT2G30950/AT2G01980/AT1G09020/AT1G75270/AT1G20630	9
GO:0006091	generation of precursor metabolites and energy	18/412	401/21869	0.000656134169934699	0.022095318172551	0.0190624243054713	AT4G22260/AT2G05620/AT1G22170/AT1G34000/AT1G71500/AT5G02120/AT1G79530/AT4G35250/AT2G30950/AT2G21970/AT4G01050/AT3G61470/AT3G27925/AT1G19530/AT2G36390/AT5G24120/AT5G50210/AT1G08380	18
GO:0009658	chloroplast organization	13/412	243/21869	0.000751208403228717	0.0246799443694898	0.021292274124891	AT3G56290/AT4G22260/AT5G55580/AT3G07430/AT2G23140/AT4G01800/AT4G01150/AT3G47390/AT3G07700/AT2G28000/AT2G30950/AT5G15450/AT5G24120	13
GO:0009651	response to salt stress	20/412	483/21869	0.000917817570396829	0.029435720650584	0.0253952530756416	AT2G04030/AT5G55580/AT1G53540/AT4G33950/AT1G10170/AT5G27600/AT2G46500/AT3G18030/AT2G47180/AT2G01980/AT5G01410/AT4G13850/AT4G24190/AT5G35750/AT1G14350/AT3G55610/AT3G57480/AT5G63650/AT5G24120/AT1G53210	20
GO:0071482	cellular response to light stimulus	8/412	107/21869	0.000952888191874325	0.0298497766152259	0.025752474022748	AT1G68010/AT2G05620/AT2G37970/AT3G22840/AT4G33950/AT2G21970/AT5G24120/AT4G16780	8
GO:0055080	cation homeostasis	13/412	253/21869	0.00108691771687408	0.033274503741577	0.0287071090772485	AT4G20140/AT1G18910/AT3G43660/AT1G30450/AT1G56340/AT1G42540/AT4G28630/AT3G07700/AT3G02850/AT2G01980/AT5G57350/AT3G60330/AT1G53210	13
GO:0019725	cellular homeostasis	13/412	254/21869	0.00112647801206944	0.033457548903534	0.0288650287105861	AT3G26060/AT2G17420/AT1G18910/AT3G43660/AT1G30450/AT1G42540/AT4G28630/AT2G01980/AT5G57350/AT3G60330/AT1G76080/AT3G02040/AT1G53210	13
GO:0009657	plastid organization	15/412	319/21869	0.00114257405312737	0.033457548903534	0.0288650287105861	AT3G56290/AT4G22260/AT1G44575/AT5G55580/AT3G07430/AT1G65260/AT2G23140/AT4G01800/AT4G01150/AT3G47390/AT3G07700/AT2G28000/AT2G30950/AT5G15450/AT5G24120	15
GO:0009765	photosynthesis, light harvesting	5/412	43/21869	0.00123725320905951	0.0354591504809183	0.0305918822575968	AT2G30950/AT2G21970/AT3G61470/AT3G27925/AT1G08380	5
GO:0001510	RNA methylation	6/412	64/21869	0.00128606373688445	0.0360901636163198	0.0311362799456234	AT4G25630/AT1G60230/AT3G56120/AT5G13830/AT5G57280/AT4G25730	6
GO:0072524	pyridine-containing compound metabolic process	4/412	26/21869	0.00133632133429873	0.0367352007612323	0.0316927766501782	AT5G01410/AT5G14760/AT5G49970/AT5G50210	4
GO:0071478	cellular response to radiation	8/412	114/21869	0.00143618347065553	0.0386907826994599	0.0333799274021832	AT1G68010/AT2G05620/AT2G37970/AT3G22840/AT4G33950/AT2G21970/AT5G24120/AT4G16780	8
GO:0048878	chemical homeostasis	18/412	434/21869	0.00159977719470666	0.0422529388484287	0.0364531274087956	AT4G20140/AT1G33270/AT1G18910/AT3G43660/AT1G30450/AT1G56340/AT1G42540/AT4G28630/AT3G07700/AT3G02850/AT3G15380/AT1G79530/AT2G01980/AT5G57350/AT3G60330/AT3G02040/AT1G14350/AT1G53210	18
GO:0000470	maturation of LSU-rRNA	5/412	46/21869	0.00168250540554174	0.0435833611781678	0.0376009305206089	AT5G20160/AT1G23280/AT3G18600/AT4G25730/AT4G01560	5
GO:0031167	rRNA methylation	4/412	28/21869	0.00177669269959785	0.0451548125727982	0.0389566780606957	AT4G25630/AT1G60230/AT5G57280/AT4G25730	4
GO:0034220	ion transmembrane transport	15/412	336/21869	0.00190045601070121	0.0457216215988092	0.0394456845583444	AT1G14360/AT1G18910/AT1G30450/AT2G38290/AT3G02850/AT4G00370/AT2G01980/AT5G57350/AT3G60330/AT5G46800/AT3G22910/AT5G57110/AT3G26570/AT3G54700/AT1G53210	15
GO:0009846	pollen germination	6/412	69/21869	0.00190082465444196	0.0457216215988092	0.0394456845583444	AT2G39990/AT2G17420/AT3G07130/AT1G71820/AT5G17020/AT5G53180	6
GO:0031503	protein-containing complex localization	6/412	69/21869	0.00190082465444196	0.0457216215988092	0.0394456845583444	AT2G03820/AT3G10650/AT1G67120/AT1G71820/AT5G17020/AT1G10390	6
